"","log_return"
"1",0.0155030792163691
"2",-0.168686442612704
"3",0.082508274709025
"4",-0.0349341950573083
"5",-0.0104641356804298
"6",-0.0070962737099703
"7",-0.0637569763002044
"8",-0.00509297007642675
"9",0.0257218362511934
"10",0.0231954410103636
"11",-0.013246438971674
"12",0.0063365705840185
"13",-0.0225201026879331
"14",-0.00979006714045764
"15",0.00617148128484257
"16",0.00673099222545449
"17",0
"18",0.036503444254368
"19",0.0097467895664553
"20",0.0416581276047858
"21",-0.0378445251862572
"22",0
"23",-0.00381360241852855
"24",-0.00326172722689741
"25",-0.0429885065939258
"26",-0.00673099222545453
"27",0.0166509842516091
"28",-0.013032398395994
"29",-0.012862634960291
"30",-0.00357242187718743
"31",-0.044827463445226
"32",0.00146151813367581
"33",0.0276977333587874
"34",-0.0636310643761763
"35",0
"36",-0.0486751348091669
"37",-0.0494098355563237
"38",-0.0106100355917631
"39",0.0457773095964242
"40",-0.0244452308236286
"41",-0.0549519322597417
"42",0.0181240271302612
"43",-0.0132134442165041
"44",0.0744865801696134
"45",-0.0666638191586068
"46",-0.0771436435356535
"47",-0.0256918813525117
"48",-0.0118645614651115
"49",0.021234054919033
"50",0.00679943886105309
"51",-0.018776551652439
"52",0.00709414501452258
"53",0.0116824066379163
"54",0.012205517273012
"55",-0.0696595094989188
"56",0.0272111016328616
"57",0.0208113177829899
"58",-0.0160183598978273
"59",-0.0139463433173245
"60",-0.00436266869655416
"61",0.00217970304008724
"62",0.00913333427186
"63",0.00699597470193143
"64",0.030390421784962
"65",0.0239032085353126
"66",0.0248882874307682
"67",-0.0248882874307682
"68",-0.0311142809969603
"69",-0.0187343627139096
"70",-0.0162005841972968
"71",-0.0467358247932551
"72",0.0286388615629232
"73",-0.0393856967381292
"74",0.00414559469389946
"75",0.0420774445273676
"76",0.00216945789928117
"77",-0.00900680038241895
"78",0.0046725809447142
"79",0.0296249664829145
"80",-0.00444498660940474
"81",-0.00919716091392033
"82",-0.024950840512525
"83",-0.0350902561299079
"84",-0.0235165787467074
"85",-0.0206666682921829
"86",0.00595705265407162
"87",0.00232602103991856
"88",-0.0269143182653697
"89",0.024588297225451
"90",-0.0082639087775765
"91",0.0105899298174951
"92",0.0167734696881318
"93",0.036517202296981
"94",-0.0280244695173905
"95",-0.00849273277959055
"96",0.0232722983506678
"97",0.0352401020442299
"98",0.0413743079376898
"99",0.00224577895050021
"100",-0.0207635007718976
"101",0.0230143345997588
"102",0.0143720618871347
"103",-0.0188686746654961
"104",0.0165852953063386
"105",-0.021433661370361
"106",0.00260761933746438
"107",-0.0140739582780706
"108",-0.0361169448589634
"109",0.00462108031206711
"110",0.0089502360197518
"111",-0.0089502360197518
"112",0.015443061996254
"113",-0.00900680038241895
"114",-0.00643626161383507
"115",0.0245332248441671
"116",0.011755597587892
"117",-0.011755597587892
"118",-0.018096963230332
"119",-0.0131852069652143
"120",-0.0109132929663077
"121",0.0151706362996475
"122",-0.0197109979310486
"123",-0.002089389059106
"124",-0.0395551914912257
"125",0.0288292520303293
"126",-0.0421147536940942
"127",-0.010501689300821
"128",-0.0611052174420624
"129",0.0251916280102834
"130",-0.00784261072312437
"131",-0.0570891490782257
"132",0.0112791526478866
"133",-0.0294129777529007
"134",-0.0833824672832223
"135",0.0202034683437203
"136",0.0136978564135103
"137",0.0192185510328412
"138",0.015873700765252
"139",0
"140",0.00889629190901672
"141",0.00897614686312487
"142",0.0259294297086576
"143",-0.0475095231439643
"144",-0.0382569790671144
"145",0.0525910483541984
"146",-0.0106264146239191
"147",0.0234146993919677
"148",-0.051585870137213
"149",-0.0206189374663582
"150",0.00163306304991577
"151",-0.0335015039516498
"152",-0.0275550656580325
"153",-0.0268171274252514
"154",0.0171198883797405
"155",-0.026560721772656
"156",-0.036421981550516
"157",-0.0146800915221919
"158",0.0358915874799362
"159",0.0105237895301496
"160",-0.0566928807196267
"161",0.0429967839878589
"162",0.00756028471805649
"163",0.0170232463622343
"164",0.0658163582812159
"165",0.0958691784143875
"166",0.0918353563835161
"167",-0.0862634175186973
"168",-0.0448603390220383
"169",0.023041674546325
"170",-0.00888217068297285
"171",-0.0855116154669817
"172",0.0182322358135578
"173",-0.0132453566309822
"174",0.0116475393167045
"175",0.0115144887817047
"176",-0.0265774696097793
"177",0.0233504046081152
"178",0.0324673204253468
"179",-0.0173203954974735
"180",-0.00679024540352739
"181",-0.0016231322666925
"182",-0.0300839518657685
"183",-0.00965569827806419
"184",-0.006473114123977
