"","log_return"
"1",0.0429243724479003
"2",-0.0163560341370683
"3",0.00971288563338367
"4",0.0333113955858461
"5",0.084557388028063
"6",-0.00858889199387559
"7",-0.0759684960341875
"8",-0.0505903446735799
"9",-0.0179933620357985
"10",0.0288433780598644
"11",-0.0256424306133377
"12",-0.0250013022054173
"13",-0.0143810337187222
"14",0.0393823359241395
"15",0.0233945693371997
"16",0.0241312804904981
"17",-0.015454486150692
"18",-0.0362812239442157
"19",0.0104755245584051
"20",-0.0577439542242423
"21",0.00804833706908055
"22",0.0184286506585495
"23",0.0250013022054172
"24",0.00422969204264373
"25",0.0127933689182879
"26",-0.0902264649842265
"27",0.00298610102405342
"28",0.00884835662294939
"29",0.00796880964938167
"30",0.0120725890075536
"31",0.0122201192992062
"32",-0.0282840946752909
"33",-0.0109360131810674
"34",-0.0224448604690249
"35",0.00587295295904762
"36",-0.0182802652605371
"37",-0.103868215041868
"38",-0.0534310199746374
"39",0.00980336959529987
"40",0.060928490708215
"41",-0.0275391443483989
"42",-0.0250795885281154
"43",-0.0106713462938312
"44",-0.0870451859149533
"45",0.00529978484851115
"46",0.0352729914799281
"47",0.0213670342940905
"48",-0.00636995946771913
"49",-0.00316906843203697
"50",-0.00794305780820297
"51",-0.0733452619360098
"52",0.0199188670386785
"53",0.00142959280959437
"54",0.00382274804341033
"55",-0.00525234085300475
"56",0.0264173133177068
"57",-0.012993327734135
"58",-0.02678574689656
"59",-0.00725705941733557
"60",0.00584844182687372
"61",-0.0528882695703648
"62",-0.0600219113609607
"63",0.0232137291086799
"64",0.0466481587140779
"65",0.0342891048348145
"66",-0.0286561859933668
"67",-0.0761232766245455
"68",0.0105259941387322
"69",-0.0261107316324667
"70",0.0129707735808958
"71",-0.0283163495353222
"72",0.0374440500078507
"73",0.00464737986142722
"74",0.0126810826479029
"75",0.0678828324104464
"76",0.0713484837879792
"77",-0.0465984725309866
"78",0.0282784592746777
"79",-0.145381577245046
"80",-0.000731837931196572
"81",0.0400032346839316
"82",-0.0254674704017898
"83",-0.00992491674181998
"84",0.0218789572368803
"85",0.0307481836825596
"86",-0.00761131361253972
"87",-0.0136432159643227
"88",0.0585941642660528
"89",-0.0463780619862827
"90",-0.0190221567487698
"91",0.0108258302700319
"92",0.0241241189512899
"93",0.0175462988070722
"94",-0.0224405394035827
"95",0.0126171579094934
"96",0.00281249320413318
"97",0.0241777252171968
"98",0.0549264929747455
"99",-0.0556188545923979
"100",0.007991248031137
"101",-0.0201454963254582
"102",0.0259754864032607
"103",-0.023124245990611
"104",0.0348871940808657
"105",-0.0220050550281904
"106",-0.0185806043222464
"107",-0.047273758711118
"108",-0.107785272608374
"109",-0.0554600118751325
"110",-0.141418343325316
"111",0.0262362376940748
"112",-0.0750597406239063
"113",-0.110698622834413
"114",-0.0769610411361282
"115",0.0924773649084642
"116",-0.0473033492346784
"117",-0.0808697836782919
"118",-0.116194054852866
"119",-0.0812697219381443
"120",0.0043086808020161
"121",0.0581664141294499
"122",-0.0499059524446244
"123",-0.00695880188502971
"124",-0.132789411863884
"125",-0.0843421578979827
"126",-0.122133879461313
"127",0.131314450843638
"128",0.130619954605407
"129",0.0217225679603094
"130",0.0537047690361811
"131",-0.0754273369964906
"132",-0.0712582064345123
"133",0.0221563306348754
"134",-0.00300318053240358
"135",-0.0558118122145781
"136",-0.145030331523589
"137",0.0476379855149401
"138",-0.0112995552539334
"139",0.0430060257211187
"140",0.0308122736122235
"141",-0.0120241736891049
"142",0.05267642482587
"143",0.0957401380727375
"144",-0.0468559835766804
"145",0.0234677522172678
"146",0.0216317598078697
