"","log_max_min","log_opn_clo"
"1",0.185400973540453,-0.175816782947953
"2",0.0863534291423984,0.0307719702499688
"3",0.329181531319014,-0.172443943032137
"4",0.106227388924186,0.07562035924338
"5",0.09509495454819,-0.0349341950573083
"6",0.10204095837285,-0.00659784832562006
"7",0.0839404030720432,-0.0524946044477084
"8",0.0592892932311382,-0.0502456450251767
"9",0.0352156751600807,0.00960203615841497
"10",0.0583794940849405,0
"11",0.0393435153506216,0.0361380006192001
"12",0.035851308915635,0.00315113370792049
"13",0.0265834522282134,-0.00690986838765541
"14",0.0583794940849405,-0.0326354858070099
"15",0.022599712555808,-0.0061714812848426
"16",0.0390995203552821,0.00308944368799654
"17",0.0356708382898829,-0.00312212369538537
"18",0.0394698947712499,-0.00312212369538537
"19",0.0334878044399843,0.0202668806948613
"20",0.0339388112126997,-0.00381360241852855
"21",0.0624497193895487,0.0481665314017889
"22",0.0517738698786756,-0.0344489361851192
"23",0.0273992829646267,-0.0137468069718714
"24",0.0273992829646267,-0.0070962737099703
"25",0.0238234280936231,-0.00326172722689741
"26",0.0591527073311204,-0.0462502338208232
"27",0.0258950333562851,-0.0129850178092904
"28",0.0323101698283908,0.0228224655364517
"29",0.0197404279396057,-0.00936643195367535
"30",0.0452728744482978,-0.0190971650255159
"31",0.0127381180288478,-0.00664498969702087
"32",0.0590608396411825,-0.0483998853224135
"33",0.0459290791985279,0.0183664291056329
"34",0.0371579079141501,0.0276977333587874
"35",0.0783500835292657,-0.0541488372933852
"36",0.0299083443064257,0.00281795403687085
"37",0.082904131619582,-0.0458571807722959
"38",0.0739790663063742,-0.0494098355563237
"39",0.0568626237012991,-0.0161701606959158
"40",0.0572083219259007,0.0402742817599375
"41",0.0696390380494507,-0.0581500153700652
"42",0.078562745936374,-0.0684094418428099
"43",0.0472871618439171,-0.0342453844093976
"44",0.0467914477937705,-0.0207220587663141
"45",0.0773708925343533,0.0483053920634203
"46",0.06579197767151,-0.0504444263766917
"47",0.0642578761799139,-0.0390205184979358
"48",0.0525820076169162,-0.0256918813525117
"49",0.0373863964868935,0.0044124136297279
"50",0.0396750016020077,0.021234054919033
"51",0.0308182746632533,0.00453912697419798
"52",0.0332857987300151,-0.0332857987300151
"53",0.0142055072374247,0.00709414501452258
"54",0.0332857987300151,0.0116824066379163
"55",0.0637003112491137,-0.00461436457815672
"56",0.0645384232114073,-0.0574539922259069
"57",0.0506299125813923,0.0160528025506423
"58",0.0209593257548236,0.00449661277836148
"59",0.0346470936218028,-0.0160183598978273
"60",0.0254680904367903,-0.0254680904367903
"61",0.0203426117103759,-0.00436266869655416
"62",0.0161293089737914,-0.00218296565646698
"63",0.0183913299267292,0.00220118621198888
"64",0.0162769750948393,0.0025835610722035
"65",0.0304590033315853,0.028170398216471
"66",0.0440332264017835,0.00699772104379973
"67",0.0275640115278494,0.00995125931030863
"68",0.0345961170178236,-0.0224892314420064
"69",0.0654143916810769,-0.0311142809969603
"70",0.0324459074098141,-0.0210049460984777
"71",0.0321476688716187,-0.00696263970272933
"72",0.0498203775069139,0.0193313789005482
"73",0.0309358424146596,0.0240984999315219
"74",0.0680252654091545,-0.0483924971205482
"75",0.0218649563154393,0.00621408803869578
"76",0.0483924971205481,0.0375655931051668
"77",0.0644452996711905,-0.00689941711848058
"78",0.0269084588096469,-0.00467258094471418
"79",0.0367017269929757,-0.0367017269929756
"80",0.0645384232114073,0.0342975474276289
"81",0.0254680904367903,-0.00444498660940474
"82",0.0208457604358051,0.00255843667397169
"83",0.0497111488388818,-0.018018692452654
"84",0.0212416145605793,-0.00414559469389952
"85",0.025420342755094,-0.0149320350213655
"86",0.0398774798305297,-0.0142884466085697
"87",0.0247901359093906,0.0141707344395649
"88",0.0185330746859533,0
"89",0.0282172435848796,0
"90",0.0266944557760638,0.0141707344395649
"91",0.0390530075184034,-0.0105899298174952
"92",0.0229277442747914,0.0105899298174951
"93",0.0379055594370533,0.0167734696881318
"94",0.0407371243055453,0.0304099380782709
"95",0.0216322204673351,-0.0127039093903496
"96",0.0385522465464209,0.00236531903791822
"97",0.036355741099636,0.0232722983506678
"98",0.0513836505263327,0.0307282506220292
"99",0.0590561276812657,0.047810569551525
"100",0.0450126299273667,-0.0381859508159983
"101",0.0413743079376898,-0.0185177218213973
"102",0.041488361337193,0.0321476688716187
"103",0.0751393907560799,0.00947961605127733
"104",0.0491563406993789,-0.0116576022038486
"105",0.0396750016020077,0.0306906034980081
"106",0.0406225282210314,-0.00934497884238372
"107",0.0324459074098141,0.00260761933746438
"108",0.0322962187279942,-0.00701298145365359
"109",0.0400921613282486,-0.0291543051562342
"110",0.0483924971205481,-0.00214082100561365
"111",0.0290605087911175,0.0135713163318189
"112",0.0673126864309447,-0.015443061996254
"113",0.0360417930815068,-0.0138497857338736
"114",0.029583263536178,-0.00683734248313772
"115",0.0219470012317215,-0.00214082100561365
"116",0.0314958645468964,0.0134243822856179
"117",0.0254680904367903,0.011755597587892
"118",0.0298307591333445,-0.0139756211563829
"119",0.0317844497481671,-0.0159062175008995
"120",0.0472019342895043,-0.0178577879099285
"121",0.0175076350405366,0
"122",0.031219115329915,0.0130673344660421
"123",0.0263770216213885,-0.0154536545977088
"124",0.0238854196033492,-0.00418171623682837
"125",0.0512937994802012,-0.0350433400690251
"126",0.0359001733449001,0.0214480854019113
"127",0.0397087893636636,-0.0270872271722106
"128",0.0289111907702813,-0.00819483317731606
"129",0.0707509330113,-0.057196012576576
"130",0.0673361379882823,0.036794526318131
"131",0.0273392439356586,0.00591915992271075
"132",0.0681992191493193,-0.0589661344378047
"133",0.0259225804178528,0.01304754260076
"134",0.0349055765717826,-0.0237581095062303
"135",0.0644513699418403,0.0100820869172676
"136",0.0288684598412317,0.0135138618779574
"137",0.0313342812595231,0.00851506456865318
"138",0.0430774129633241,0.0159023185851617
"139",0.0395014408610031,-0.00171478615430452
"140",0.0250082866923459,-0.00544263758369725
"141",0.048775798087843,0.0196946607456186
"142",0.0478583563749838,-0.00378868917758865
"143",0.0482134800372503,0.0165773835521973
"144",0.0629800148039947,-0.0400750812202916
"145",0.0346053242614988,-0.0190856624876998
"146",0.0594165228355226,0.0561454798335469
"147",0.0671669333046796,-0.0216611279497304
"148",0.0571578090020316,0.0375994833420724
"149",0.0719730392260444,-0.0645385973023718
"150",0.0538576195428916,-0.0470759113097036
"151",0.0376168910786571,0.0135346941700419
"152",0.0471466813882128,-0.0439134287364787
"153",0.0924405005314498,-0.032575974881559
"154",0.0363162985930239,-0.00776821612967588
"155",0.0341969027527054,0.0141195262502583
"156",0.0311549825284172,0.00616353674225401
"157",0.0708945315043215,-0.0226649947847005
"158",0.0263897465405903,-0.00282579010106878
"159",0.0634650154687914,0.0577328820012214
"160",0.0216336877831567,0.00907029070319355
"161",0.110580795363088,-0.0723194659687138
"162",0.0806383088256463,0.0531792022906497
"163",0.0500794015480343,0.0360378797841075
"164",0.0404427028413476,-0.00774298956391562
"165",0.0967636910663443,0.042149524955197
"166",0.120480219156991,0.0824916044798645
"167",0.117926018746739,0.108082081994411
"168",0.144166433902643,-0.0801910047201514
"169",0.0586699356578431,-0.00168891681514722
"170",0.0326942929199515,0.0071679737810731
"171",0.0766866748041666,0.012470587048205
"172",0.0400057515543077,-0.0049868791825755
"173",0.0300839518657686,0.0148221663951843
"174",0.0675928550100754,-0.0471466813882129
"175",0.0719172108447342,0.0247186791061387
"176",0.0442525969896676,0.0297189546780145
"177",0.0549039215994009,-0.0368642664860726
"178",0.0462127642678096,0.0363772658655568
"179",0.0342438905180308,0
"180",0.0329164074463516,-0.0173203954974735
"181",0.0451294452945522,-0.0344253706659584
"182",0.0337821974763513,0.00350648225598906
"183",0.0436184960021352,-0.0233504046081152
"184",0.0468331511368863,-0.0162344095031488
"185",0.0406184603042157,-0.0145573747308357
"186",0.0395896013485181,0.017511447301997
"187",0.0478773117053954,-0.0112016952762204
"188",0.032365070791311,0.0161288124020412
"189",0.0714405643497041,0.0320735953175428
"190",0.0602623979793443,0.0158995701044092
"191",0.0927093232995404,0.0547060667316411
"192",0.054196894048495,0.0319682314644752
"193",0.0596875120374857,0.0136830152118178
"194",0.0901934442704819,0.0038776148842998
"195",0.129458860200555,-0.0896118649111383
"196",0.0501439815031851,0.0083018372235943
"197",0.0849017685813901,-0.0130528123791721
"198",0.115333082255353,0.056671132197344
"199",0.0481191861394561,-0.00687238193218628
"200",0.0386316168195595,0.0135578398782689
"201",0.0589827283806421,-0.0218365313936361
"202",0.0590546416236363,0.0488825297629238
"203",0.0461880003177149,-0.0102867968762934
"204",0.0373622272243267,0.00353141124479393
"205",0.0486138647932324,0.03629709834302
"206",0.0577973269785383,-0.0383570598304704
"207",0.10296718489315,0.0751208070202467
"208",0.0518627681687426,-0.0400389189956285
"209",0.044512033830971,0
"210",0.0339013247572307,-0.00865416170944902
"211",0.0133336698002502,-0.00159781731427771
"212",0.0248822540231893,-0.013287601648689
"213",0.0258872543980587,-0.00336485895986786
"214",0.0340951108663727,0.00653464286801144
"215",0.0264918896763503,-0.00316326971371461
"216",0.0714695907475714,0.02852771518804
"217",0.0350922517980931,0.0334355102483292
"218",0.0893241693244626,0.0611327511960264
"219",0.0463547718592913,-0.0276847337460373
"220",0.0387329415732309,-0.0195550990655772
"221",0.03629709834302,-0.00333373628605746
"222",0.0300469450236526,0.0266456423395331
"223",0.0316060469096893,-0.00538402450821044
"224",0.0481987294631461,-0.00168891681514722
"225",0.0559580819926765,0.0332011220809807
"226",0.0450083990500563,-0.0192185510328412
"227",0.0275871034557676,0.00610770680618893
"228",0.0315514358185188,0.0194186702414745
"229",0.0108756284442382,0
"230",0.0920118380505653,0.076960803121107
"231",0.0957989790319785,-0.0661971655191705
"232",0.0961233879371966,-0.0533413169264964
"233",0.0818943801704701,0.0731125469339855
"234",0.0734833141593645,0.0465345719436187
"235",0.0300777715247566,-0.00924381843942939
"236",0.058857539031099,0.0569840701462189
"237",0.0387582940046107,0.0232096899466551
"238",0.0327094160144386,0.0213327045870759
"239",0.0606252266543517,-0.0472379929654837
"240",0.0323388761637699,0.00977952501291415
"241",0.0265154516416924,-0.022643329601084
"242",0.0467005323066363,0.0261158960539382
"243",0.0300777715247566,-0.0168580808353325
"244",0.0620916013760297,-0.0510984733367232
"245",0.0395014408610031,0.0107983688366019
"246",0.0574832039524308,-0.0419862675672689
"247",0.0506442603672101,-0.0318466117846025
"248",0.020458747076436,0.0174549084130846
"249",0.0531818621111464,-0.043894141798216
"250",0.0305832510137241,0.00928772031293039
"251",0.0278637904794448,0
"252",0.0465041129276554,-0.012274229012402
"253",0.0547288543920804,0.0211128161050451
"254",0.0571358394262838,-0.0321436429669501
"255",0.0735674192413804,0.0540061258500833
"256",0.0658111074296015,-0.0617200268910019
"257",0.0633892925899544,0.0354150580632036
"258",0.0259522233185675,-0.0028278149973659
"259",0.0551002181829841,0.0054054907720431
"260",0.113110327537362,-0.0797490143300731
"261",0.113618273387155,0.0934714692010196
"262",0.0518822936865749,0.0113074920346801
"263",0.0452739247947771,0.0255994734741828
"264",0.0363699653807707,0.0139605811019879
"265",0.0784413192252046,0.0426883884898194
"266",0.0637629590269638,-0.0277364067020496
"267",0.019141288949133,-0.00330684983926386
"268",0.0310553533647385,-0.0154045157133896
"269",0.0354265069016852,0.0246968759522807
"270",0.0230486020826582,0
"271",0.0382592564130186,-0.00144679560067495
"272",0.0396409952381096,0.0196192062119061
"273",0.0438941417982161,0.0314449869046399
"274",0.0456517086808113,-0.0300572225322657
"275",0.0606861256267685,0.0576122881902981
"276",0.0780042336155828,0.0520507393890523
"277",0.0455662973152444,-0.0284805947281233
"278",0.0525612637507434,0.019966809781608
"279",0.072062243544303,-0.0364743403095138
"280",0.0303939707372653,-0.02068760392698
"281",0.0559712062638272,0.0359039892059239
"282",0.0260559137019327,0.0113802793045926
"283",0.0462861237243331,0.0300839518657686
"284",0.0632019627073395,0.0432545756352414
"285",0.0406112701493385,-0.0255994875336364
"286",0.041217971431802,-0.0245753841538821
"287",0.0418122419133598,0.00467953776399281
"288",0.0424255529474675,0.0375414402536619
"289",0.0320821466673884,0.00996631517750678
"290",0.0699593135598061,0.0474072713139765
"291",0.0344871088564934,0.0327043626504314
"292",0.0451852718277894,-0.014543731557332
"293",0.0475095231439643,0.0144931541686572
"294",0.0743709588944556,0.0312058427797085
"295",0.0578952089206353,0.0313826064011634
"296",0.0442020600813756,-0.0334207937672861
"297",0.0259294297086576,0.00907601211852212
"298",0.0525409024640895,0.0467005323066363
"299",0.0570891490782256,0.0059093889230362
"300",0.0361694535428969,-0.0229481754357903
"301",0.0512932325394278,-0.0222656460108502
"302",0.0175884869195565,-0.0124930098685835
"303",0.0605909755442534,0.0537273983067586
"304",0.0395014408610031,-0.0286708076087435
